,brand,model,raw_model,category,lens_width,nose_bridge,temple_length,frame_width
1910,Ana Hickmann,AH3199 T01,AH3199T01,Солнцезащитные очки,51,24,145,141
1911,Ana Hickmann,AH9244 G21,AH9244G21,Солнцезащитные очки,53,18,145,145
1912,Roberto Cavalli,RC 1124 30F,RC112430F,Солнцезащитные очки,71,21,120,145
1913,Maxmara,"MM 0028, 01E",MM002801E,Солнцезащитные очки,57,15,135,143
1914,Marc Jacobs,"MARC 66/S, UUVWJ",MARC66SUUVWJ,Солнцезащитные очки,60,14,135,135
1915,Tom Ford,"TF  231, 52F",TF23152F,Солнцезащитные очки,59,16,135,135
1916,Vogue,VO 5235S W44/87,VO5235SW4487,Солнцезащитные очки,53,17,135,140
1917,Guess,GU7846 20B,GU784620B,Солнцезащитные очки,61,18,135,147
1918,Guess,GU7501 48F,GU750148F,Солнцезащитные очки,58,14,140,137
1919,Guess,GU7501 32G,GU750132G,Солнцезащитные очки,58,14,140,137
1920,Guess,GU7228 10C,GU722810C,Солнцезащитные очки,57,14,135,135
1921,Gant,GA7041 52E,GA704152E,Солнцезащитные очки,56,17,140,140
1922,Winx Kids,WS 042-127,WS042127,Солнцезащитные очки,48,14,110,118
1923,Grand Voyage,1724 С3,1724С3,Солнцезащитные очки,50,18,140,140
1924,Grand Voyage,S007 C1,S007C1,Солнцезащитные очки,58,18,145,150
1925,Grand Voyage,S006 C2,S006C2,Солнцезащитные очки,59,18,140,144
1926,Retro,ENJOY  E4714 A,ENJOYE4714A,Солнцезащитные очки,53,17,130,130
1927,Retro,REVLON RV 111 D93,REVLONRV111D93,Солнцезащитные очки,63,7,135,135
1928,Retro,BELLE 2520-03,BELLE252003,Солнцезащитные очки,54,17,135,137
1929,Retro,SUN STREET 10032,SUNSTREET10032,Солнцезащитные очки,60,17,127,142
1930,Bulget,BG3308 01A,BG330801A,Солнцезащитные очки,56,17,140,140
1931,Bulget,BG3292 08A,BG329208A,Солнцезащитные очки,58,19,145,148
1932,Bulget,BG9062 E02,BG9062E02,Солнцезащитные очки,57,16,140,135
1933,Alessandro Valerie,8040 - 13,804013,Солнцезащитные очки,61,17,105,134
1934,Neolook,NS-1025 C007,NS1025C007,Солнцезащитные очки,62,13,130,140
1935,Ana Hickmann,HI9032 T01,HI9032T01,Солнцезащитные очки,56,19,145,143
1936,Ana Hickmann,AH5000 C02,AH5000C02,Солнцезащитные очки,57,16,145,138
1937,Ana Hickmann,AH9175N A01,AH9175NA01,Солнцезащитные очки,58,18,140,143
1938,Regina Schreker,"SCHRESKER, C23112, 542-P57",SCHRESKERC23112542P57,Солнцезащитные очки,58,14,140,140
1939,Polaroid,"PLD 6110/S, 807",PLD6110S807,Солнцезащитные очки,53,18,140,141
1940,T-charge,T3035A 12B,T3035A12B,Солнцезащитные очки,61,15,140,140
1941,T-charge,T9027 A02,T9027A02,Солнцезащитные очки,60,17,140,145
1942,Polaroid,"PLD 2019/S, D28",PLD2019SD28,Солнцезащитные очки,59,15,135,140
1943,Tropical,THE RAIL,THERAIL,Солнцезащитные очки,54,20,139,143
1944,Tropical,SHORE THING,SHORETHING,Солнцезащитные очки,56,18,142,138
1945,Tropical,A FRAME,AFRAME,Солнцезащитные очки,53,18,145,143
1946,Tropical,CARLEY,CARLEY,Солнцезащитные очки,54,15,142,132
1947,Tropical,EVY ROSE,EVYROSE,Солнцезащитные очки,48,22,130,125
1948,Tropical,MAYHEM,MAYHEM,Солнцезащитные очки,140,Маска,143,145
1949,Tropical,LYNX,LYNX,Солнцезащитные очки,52,19,130,135
1950,Tropical,MALLARD,MALLARD,Солнцезащитные очки,56,17,145,134
1951,Bulget,BG3332 03B,BG333203B,Солнцезащитные очки,57,18,145,140
1952,Bulget,BG9134IM A01P,BG9134IMA01P,Солнцезащитные очки,58,15,145,143
1953,Tropical,MACIE,MACIE,Солнцезащитные очки,52,15,136,146
1954,Nanosun Kids,NS 49530,NS49530,Солнцезащитные очки,44,14,105,116
1955,Nanosun Kids,NS 59232,NS59232,Солнцезащитные очки,44,17,105,117
1956,Nanosun Kids,NS 48333,NS48333,Солнцезащитные очки,48,15,120,120
1957,Nanosun Kids,NS 65620,NS65620,Солнцезащитные очки,48,17,125,122
1958,Nanosun Kids,NS 50535,NS50535,Солнцезащитные очки,45,18,130,130
1959,Nanosun Kids,NS 47510,NS47510,Солнцезащитные очки,45,20,120,124
1960,Polaroid Kids,P0425B KEA,P0425BKEA,Солнцезащитные очки,55,14,117,125
1961,Polaroid,PLD 6034/S 003,PLD6034S003,Солнцезащитные очки,51,21,145,139
1962,Polaroid,PLD 6034/S PJP,PLD6034SPJP,Солнцезащитные очки,51,21,145,140
1963,Blancia,BC-1200 С1,BC1200С1,Солнцезащитные очки,56,16,145,142
1964,Blancia,BC-1143 С1,BC1143С1,Солнцезащитные очки,58,16,145,145
1965,Blancia,BC-1201 C1,BC1201C1,Солнцезащитные очки,55,20,145,141
1966,Despada,DS-1934 C.1,DS1934C1,Солнцезащитные очки,57,17,135,138
1967,Despada,DS-2088 01,DS208801,Солнцезащитные очки,51,21,148,143
1968,Jaguar,3372-007,3372007,Половинки,51,19,140,140
1969,Jaguar,JA 33112-4200,JA331124200,Половинки,50,18,145,136
1970,Safilo,"7A 032, PJU",7A032PJU,Половинки,51,21,150,135
1971,Safilo,"7A 033, C9A",7A033C9A,Половинки,51,22,150,135
1972,Porsche Design,"P8801 F (+1,0;+1,5;+2,0;+2,5)",P8801F10152025,Половинки,48,21,150,133
1973,Fabiano,FA-0821 C02,FA0821C02,Половинки,52,20,150,135
1974,La Stella,227 C.33,227C33,Половинки,49,21,135,135
1975,Genex,G5600 C73,G5600C73,Половинки,47,24,140,125
1976,Genex,G5600 C74,G5600C74,Половинки,47,24,140,125
1977,Genex,G5600 C100,G5600C100,Половинки,47,24,140,125
1978,Bulget,BG1715M C2,BG1715MC2,Половинки,56,20,150,140
1979,Sferoflex,SF 2201-231,SF2201231,Половинки,52,21,145,137
1980,Giorgio Armani,GA 847/S JIN,GA847SJIN,Мужские очки,60,11,135,140
1981,Gucci,"GG 2235/S, KJ1",GG2235SKJ1,Мужские очки,59,13,145,140
1982,Porsche Design,"P8506, A",P8506A,Мужские очки,65,16,140,145
1983,Tom Ford,"TF 289, 52H",TF28952H,Мужские очки,57,15,140,145
1984,Calvin Klein,CK 4250S 379,CK4250S379,Мужские очки,56,17,140,140
1985,Calvin Klein,"JEANS, CKJ 414S 700",JEANSCKJ414S700,Мужские очки,60,12,135,140
1986,Silhouette,8685-6225,86856225,Мужские очки,54,17,130,135
1987,Carrera,"CARRERA 4003/S, 011",CARRERA4003S011,Мужские очки,64,13,120,140
1988,Carrera,"CARRERA 4003/S, 003",CARRERA4003S003,Мужские очки,64,13,120,140
1989,Carrera,"CARRERA 4001/S, 01A",CARRERA4001S01A,Мужские очки,75,12,120,145
1990,Porsche Design,"P8605, D",P8605D,Мужские очки,64,12,140,145
1991,Tod's,"TO 60, 52F",TO6052F,Мужские очки,53,18,140,140
1992,Ray Ban,RB 3612 9035/93,RB3612903593,Мужские очки,56,19,145,140
1993,Tom Ford,"TF 447, 49J",TF44749J,Мужские очки,60,15,140,145
1994,Tom Ford,"TF 396, 01N",TF39601N,Мужские очки,58,17,135,145
1995,Jaguar,JA 37113-8840,JA371138840,Мужские очки,58,16,135,136
1996,Jaguar,JA 37339-600,JA37339600,Мужские очки,61,14,140,135
1997,Gucci,"GG 2256/S, J5G",GG2256SJ5G,Мужские очки,55,17,145,130
1998,Tommy Hilfiger,"TH 1644/S, PJP",TH1644SPJP,Мужские очки,50,22,145,135
1999,Polarstar,PSS-0811 C.1,PSS0811C1,Мужские очки,48,18,145,130
2000,Polarstar,PSS-0706 C.3,PSS0706C3,Мужские очки,59,18,145,140
2001,Boss Hugo Boss,"HG 1063/S, 2680L",HG1063S2680L,Мужские очки,64,20,150,145
2002,Carrera,"CARRERA 2016T/S, OIT",CARRERA2016TSOIT,Мужские очки,53,17,135,133
2003,Montblanc,"MB 659S, 52F",MB659S52F,Мужские очки,47,22,140,135
2004,Montblanc,"MB 605S, 02C",MB605S02C,Мужские очки,56,18,145,140
2005,Bulget,BG3318M 02AP,BG3318M02AP,Мужские очки,53,19,145,137
2006,Bulget,BG5199M D01P,BG5199MD01P,Мужские очки,60,16,138,146
2007,Tom Ford,"TF 556, 52G",TF55652G,Мужские очки,53,17,145,140
2008,Web,WE0193 02Q,WE019302Q,Мужские очки,135,17,140,140
2009,Valentin Yudashkin,VY 30045 A3863 FX,VY30045A3863FX,Мужские очки,55,16,140,140
2010,Valentin Yudashkin,VY 74220 A4150 FA,VY74220A4150FA,Мужские очки,54,22,140,145
2011,Valentin Yudashkin,VY 9691 B798 CO,VY9691B798CO,Мужские очки,58,14,140,140
2012,Diesel,DL 0214 02A,DL021402A,Мужские очки,56,17,145,140
2013,Diesel,DL 0238 25B,DL023825B,Мужские очки,59,13,140,145
2014,Sunvision,15019-1,150191,Мужские очки,53,17,140,140
2015,Timberland,TB9280-H 01R,TB9280H01R,Мужские очки,59,16,145,145
2016,Sunvision,15031-3,150313,Мужские очки,66,18,125,140
2017,Grand Voyage,1704 06BR,170406BR,Мужские очки,63,16,140,145
2018,Polaroid,"P8346, KIH",P8346KIH,Мужские очки,59,13,136,140
2019,Harley Davidson,HD0961X 20A,HD0961X20A,Мужские очки,59,18,145,148
2020,Silhouette,8130-6208,81306208,Мужские очки,65,18,135,143
2021,Excape,EXC03/03,EXC0303,Мужские очки,50,15,140,140
2022,Excape,EXC03/05,EXC0305,Мужские очки,50,15,140,140
2023,Excape,EXC03/09,EXC0309,Мужские очки,50,15,140,140
2024,Despada,DS-2080 C.4,DS2080C4,Мужские очки,57,18,142,145
2025,Despada,DS-2245 C.1,DS2245C1,Мужские очки,52,21,140,144
2026,Calvin Klein,"JEANS, CKJ 795S 215",JEANSCKJ795S215,Мужские очки,52,18,140,135
2027,Despada,DS-2081 C.1,DS2081C1,Мужские очки,58,20,143,145
2028,Polivizor,10813,10813,Мужские очки,63,14,138,146
2029,Despada,DS-2063 C.2,DS2063C2,Мужские очки,50,22,148,144
2030,Despada,DS-1970 C.1,DS1970C1,Мужские очки,55,18,145,142
2031,Despada,DS-2209 C.4,DS2209C4,Мужские очки,53,21,145,135
2032,Despada,DS-1658 C.4,DS1658C4,Мужские очки,54,17,138,140
2033,Despada,DS-1894 C.2,DS1894C2,Мужские очки,61,17,137,142
2034,Blancia,BC-1142 C1,BC1142C1,Мужские очки,62,15,140,148
2035,Blancia,BC-1247 C3,BC1247C3,Мужские очки,60,20,153,146
2036,Blancia,BC-1249 С2,BC1249С2,Мужские очки,59,1,150,145
2037,Blancia,BC-1245 C1,BC1245C1,Мужские очки,65,14,150,144
2038,Porsche Design,P8538,P8538,Мужские очки,62,12,137,140
2039,Despada,DS-2079 04,DS207904,Мужские очки,58,18,140,150
2040,Polarstar,TR 524 C.1,TR524C1,Мужские очки,63,11,136,135
2041,Franco Sordelli,TH 3504 M056,TH3504M056,Мужские очки,46,19,140,125
2042,Franco Sordelli,TH 3503 M050,TH3503M050,Мужские очки,52,18,140,135
2043,Franco Sordelli,TH 3503 M048,TH3503M048,Мужские очки,52,18,140,130
2044,Cerruti,CE 8588 C2,CE8588C2,Мужские очки,64,15,145,143
2045,Chopard,"SCH B12, 531P",SCHB12531P,Мужские очки,60,14,135,138
2046,Calvin Klein,"CK2148S, 046",CK2148S046,Мужские очки,51,19,140,135
2047,Ray Ban,RB 4169 1073/14,RB4169107314,Мужские очки,51,14,140,140
2048,Guess,GF5016 05B,GF501605B,Мужские очки,52,21,140,144
2049,Gant,GA7059 52N,GA705952N,Мужские очки,55,16,140,140
2050,Gant,GA7093 52N,GA709352N,Мужские очки,57,16,145,140
2051,Marc Jacobs,"MARC 174/S, PJP",MARC174SPJP,Мужские очки,58,14,145,147
2052,Kappatre,FK 58348-21,FK5834821,Мужские очки,52,15,135,143
2053,Kappatre,FK 58348-19,FK5834819,Мужские очки,52,16,145,144
2054,Grand Voyage,1702 06BR,170206BR,Мужские очки,57,17,140,137
2055,Grand Voyage,1714 02BL,171402BL,Мужские очки,60,16,140,140
2056,Grand Voyage,S001 C2,S001C2,Мужские очки,54,18,140,140
2057,Grand Voyage,1729 C2,1729C2,Мужские очки,60,18,140,141
2058,Grand Voyage,1714 01G,171401G,Мужские очки,49,16,145,140
2059,Retro,MEDICI ME 1433 C02,MEDICIME1433C02,Мужские очки,67,15,125,143
2060,Bulget,BG3285M 09AP,BG3285M09AP,Мужские очки,59,16,140,143
2061,Porsche Design,"P8546, B",P8546B,Мужские очки,58,18,140,137
2062,Porsche Design,"P8542, B",P8542B,Мужские очки,65,11,135,155
2063,Porsche Design,"P8576, B",P8576B,Мужские очки,65,15,135,137
2064,Polivizor,2209,2209,Мужские очки,67,15,135,150
2065,Polaroid,"PLD 2066/S, 003",PLD2066S003,Мужские очки,56,18,135,141
2066,Polaroid,"PLD 2124/S, 08A",PLD2124S08A,Мужские очки,50,21,140,137
2067,Polaroid,"PLD 2065/S, 003",PLD2065S003,Мужские очки,54,19,135,141
2068,Tropical,HEDWIG,HEDWIG,Мужские очки,53,19,138,142
2069,Tropical,TOMMIE,TOMMIE,Мужские очки,50,20,140,127
2070,Tropical,KENZIE,KENZIE,Мужские очки,50,22,140,132
2071,Tropical,DEX,DEX,Мужские очки,54,20,145,134
2072,Tropical,GNARLY,GNARLY,Мужские очки,57,15,140,140
2073,Polaroid,PLD 6064/G/S 807,PLD6064GS807,Мужские очки,52,20,140,140
2074,Blancia,BC-1133 C1,BC1133C1,Мужские очки,62,17,140,148
2075,Blancia,BC-1130 C4,BC1130C4,Мужские очки,58,20,145,145
2076,Despada,DS-1300 C.2,DS1300C2,Мужские очки,65,12,135,144
2077,Despada,DS-1852 C.2,DS1852C2,Мужские очки,59,26,143,145
2078,Liberty Sport,MAXX-31 SHNB (5317L),MAXX31SHNB5317L,Спортивные очки,53,17,Строп,140
2079,Liberty Sport,MAXX-31 SHNB (5520),MAXX31SHNB5520,Спортивные очки,55,20,Строп,144
2080,Demetz,TRANSLATIO HAD20-00060 (5717),TRANSLATIOHAD20000605717,Спортивные очки,57,17,120,138
2081,Dosuno,"STREET L, DU125408",STREETLDU125408,Спортивные очки,54,19,150,140
2082,Ver Sport,ZEUS VX984910 (49-17),ZEUSVX9849104917,Спортивные очки,49,17,110,124
2083,Demetz,PULSA2 DHA0242 MAT/GREY,PULSA2DHA0242MATGREY,Спортивные очки,74,14,130,143
2084,Demetz,ROG DHB0241,ROGDHB0241,Спортивные очки,53,16,125,143
2085,Demetz,SOFTNESS HA22-00596 (5716),SOFTNESSHA22005965716,Спортивные очки,57,16,135,137
2086,Demetz,SOFTNESS HA22-00124 (5716),SOFTNESSHA22001245716,Спортивные очки,57,17,135,135
2087,Bolle,"KIDS, 20789 VOLT WHITE",KIDS20789VOLTWHITE,Спортивные очки,157,Маска,Строп,135
2088,Sport,MARKET,MARKET,Спортивные очки,65,17,125,146
2089,Demetz,LAZER-RUN DHB0068 51,LAZERRUNDHB006851,Спортивные очки,51,18,132,146
2090,Demetz,LAZER-RUN DHB0068 54,LAZERRUNDHB006854,Спортивные очки,72,14,132,146
2091,Demetz,LAZER-RUN DHB0068 94,LAZERRUNDHB006894,Спортивные очки,72,14,132,146
2092,Liberty Sport,MAXX-31 PLSI (5520),MAXX31PLSI5520,Очки спецназначения,55,20,Страп,145
2093,Matsuda,M8810 C.S1,M8810CS1,Очки спецназначения,53,18,140,140
2094,Matsuda,"KY018-FOLD  (+2,5)",KY018FOLD25,Очки спецназначения,52,21,136,142
2095,Lectio Risus,"M008 C1/F (+1,0)",M008C1F10,Очки спецназначения,48,20,140,130
2096,Lectio Risus,"М008 С3/F (+3,5)",М008С3F35,Очки спецназначения,48,20,140,130
2098,Demetz,PULSA2 DHA0242 MAT/BLUE,PULSA2DHA0242MATBLUE,Очки спецназначения,74,14,130,145
2099,Pensne,ОПРАВА MONOCLE STEAM PUNKS GOLD,ОПРАВАMONOCLESTEAMPUNKSGOLD,Очки спецназначения,52,18,142,85
2100,Pensne,ОПРАВА MONOCLE STEAM PUNKS SILVER,ОПРАВАMONOCLESTEAMPUNKSSILVER,Очки спецназначения,52,18,142,85
2308,Pensne,PO-S,POS,Пенсне,38,20,0,110
2309,Seeoo,"LIGHT DARCK BLACK (+2,0;+2,5)",LIGHTDARCKBLACK2025,Пенсне,38,16,0,0
2310,Seeoo,"LIGHT DARK BLUE (+1,5;+2,0;+2,5;+3,0 )",LIGHTDARKBLUE15202530,Пенсне,38,16,0,0
2311,Pensne,"GLODIATR BLACK (+1,0;+1,5;+2,0;+2,5)",GLODIATRBLACK10152025,Пенсне,42,0,0,0
2312,Pensne,"GLODIATR LIGHT BLACK (+1,0;+2,0;+2,5)",GLODIATRLIGHTBLACK102025,Пенсне,41,16,0,102
2313,Seeoo,"LIGHT DARCK BROWN (+1,5;+2,5)",LIGHTDARCKBROWN1525,Пенсне,37,0,0,0
2314,Pensne,PK-Z,PKZ,Пенсне,41,0,0,99
2315,Pensne,PK-S,PKS,Пенсне,41,0,0,100
2316,Pensne,PO-S (B),POSB,Пенсне,40,16,0,92
2317,Pensne,"A42 (+1,0;+1,5)",A421015,Пенсне,35,13,0,90
2375,Matsuda,M8054 C.1,M8054C1,Очки тренажеры,53,21,140,145
2376,Matsuda,"ВОДИТЕЛЬСКИЕ КЛИПОНЫ НА ОЧКИ, ПРЯМОУГОЛЬНЫЕ КОРИЧНЕВЫЕ",ВОДИТЕЛЬСКИЕКЛИПОНЫНАОЧКИПРЯМОУГОЛЬНЫЕКОРИЧНЕВЫЕ,Водительские очки,62,,,135
2377,Matsuda,ВОДИТЕЛЬСКИЕ КЛИПОНЫ НА ОЧКИ С ЖЕЛТЫМИ ЛИНЗАМИ,ВОДИТЕЛЬСКИЕКЛИПОНЫНАОЧКИСЖЕЛТЫМИЛИНЗАМИ,Водительские очки,56,,,125
2378,Matsuda,"ВОДИТЕЛЬСКИЕ КЛИПОНЫ НА ОЧКИ, ПРЯМОУГОЛЬНЫЕ СЕРЫЕ",ВОДИТЕЛЬСКИЕКЛИПОНЫНАОЧКИПРЯМОУГОЛЬНЫЕСЕРЫЕ,Водительские очки,58,14,,130
2379,Matsuda,"ВОДИТЕЛЬСКИЕ КЛИПОНЫ НА ОЧКИ, АВИАТОР КОРИЧНЕВЫЕ",ВОДИТЕЛЬСКИЕКЛИПОНЫНАОЧКИАВИАТОРКОРИЧНЕВЫЕ,Водительские очки,59,11,,135
2380,Grand Voyage,1711 01Y,171101Y,Водительские очки,52,20,140,135
2381,Haven,MERIDIAN 3H5607S,MERIDIAN3H5607S,Водительские очки,62,15,140,140
2382,Grand Voyage,1729 C1YA,1729C1YA,Водительские очки,51,17,135,140
2383,Grand Voyage,1728 C1Y,1728C1Y,Водительские очки,54,16,140,142
2384,Grand Voyage,1724 С1Y,1724С1Y,Водительские очки,49,18,145,138
2385,Grand Voyage,1721 C1,1721C1,Водительские очки,55,17,145,137
2386,Grand Voyage,1710 01Y,171001Y,Водительские очки,55,16,135,140
2405,Polaroid Kids,"PLD 8043/S, AHY",PLD8043SAHY,Детские,47,16,125,120
2406,Nanosun Kids,NS 57233,NS57233,Детские,42,17,105,113
2407,Nanosun Kids,NS 59331,NS59331,Детские,44,17,105,115
2408,Nanosun Kids,NS 47553,NS47553,Детские,44,15,125,125
2409,Polaroid Kids,PLD 8041/S RNB,PLD8041SRNB,Детские,47,17,125,121
2410,Polaroid Kids,PLD 8014/S MC1,PLD8014SMC1,Детские,46,18,127,118
2411,Matsuda,"КОМПЬЮТЕРНЫЕ ОЧКИ RALPH, RP 8136 C.2",КОМПЬЮТЕРНЫЕОЧКИRALPHRP8136C2,Компьютерные очки,48,19,140,135
2412,Matsuda,MA2527 C.2,MA2527C2,Компьютерные очки,55,16,143,140
2413,Matsuda,"КОМПЬЮТЕРНЫЕ ОЧКИ RALPH, RP 8082 C.1",КОМПЬЮТЕРНЫЕОЧКИRALPHRP8082C1,Компьютерные очки,55,13,140,140
2414,Matsuda,КОМПЬЮТЕРНЫЕ ОЧКИ DEFILE 62045,КОМПЬЮТЕРНЫЕОЧКИDEFILE62045,Компьютерные очки,53,19,145,135
2415,Matsuda,"КОМПЬЮТЕРНЫЕ ОЧКИ RALPH, RP 8138 C.2",КОМПЬЮТЕРНЫЕОЧКИRALPHRP8138C2,Компьютерные очки,45,19,140,137
2416,Lectio Risus,BLF005 C.4,BLF005C4,Компьютерные очки,48,20,145,130
2417,Lectio Risus,BLF003 C.3,BLF003C3,Компьютерные очки,51,19,140,135
2444,Haven,DAHLIA1 3HSG11690S1,DAHLIA13HSG11690S1,Очки на очки,60,16,130,140
2445,Haven,SUNSET 3HC643S,SUNSET3HC643S,Очки на очки,60,15,130,140
2446,Haven,MERIDIAN 3H5653ST,MERIDIAN3H5653ST,Очки на очки,60,15,140,140
2447,Haven,BALBOA 3HK6W0S,BALBOA3HK6W0S,Очки на очки,60,16,130,140
2448,Haven,RAINIER 3HX653ST,RAINIER3HX653ST,Очки на очки,62,16,130,140
2449,Haven,EVEREST 3HXX600S,EVEREST3HXX600S,Очки на очки,68,15,135,145
